Matchday,Home Team,Away Team,Player,Foul,Card,Time,Stoppage
37,Arsenal,Norwich City,Wes Hoolahan,Delaying restart,Yellow,60,
37,Arsenal,Norwich City,Aaron Wilbraham,Reckless challenge,Yellow,90,2
37,Aston Villa,Tottenham Hotspur,Younes Kaboul,Reckless challenge,Yellow,18,
37,Aston Villa,Tottenham Hotspur,Danny Rose,Serious foul play,Red,50,
37,Aston Villa,Tottenham Hotspur,Richard Dunne,Reckless challenge,Yellow,60,
37,Aston Villa,Tottenham Hotspur,Sandro,Reckless challenge,Yellow,90,6
37,Blackburn Rovers,Wigan Athletic,Radosav Petrović,Reckless challenge,Yellow,60,
37,Blackburn Rovers,Wigan Athletic,Morten Gamst Pedersen,Reckless challenge,Yellow,67,
37,Blackburn Rovers,Wigan Athletic,Victor Moses,Simulation,Yellow,72,
37,Bolton Wanderers,West Bromwich Albion,Dedryck Boyata,Reckless challenge,Yellow,38,
37,Bolton Wanderers,West Bromwich Albion,Billy Jones,Reckless challenge,Yellow,45,
37,Bolton Wanderers,West Bromwich Albion,Shane Long,Reckless challenge,Yellow,54,
37,Bolton Wanderers,West Bromwich Albion,Keith Andrews,Dissent,Yellow,57,
37,Bolton Wanderers,West Bromwich Albion,Chris Brunt,Reckless challenge,Yellow,73,
37,Liverpool,Chelsea,Paulo Ferreira,Reckless challenge,Yellow,15,
37,Liverpool,Chelsea,John Terry,Reckless challenge,Yellow,22,
37,Liverpool,Chelsea,Michael Essien,Reckless challenge,Yellow,44,
37,Liverpool,Chelsea,Branislav Ivanović,Reckless challenge,Yellow,45,2
37,Liverpool,Chelsea,Jordan Henderson,Reckless challenge,Yellow,65,
37,Liverpool,Chelsea,Daniel Agger,Reckless challenge,Yellow,71,
37,Manchester United,Swansea City,Wayne Rooney,Reckless challenge,Yellow,71,
37,Newcastle United,Manchester City,Hatem Ben Arfa,Professional foul,Yellow,26,
37,Newcastle United,Manchester City,Gareth Barry,Holding,Yellow,29,
37,Newcastle United,Manchester City,Cheick Tioté,Reckless challenge,Yellow,32,
37,Newcastle United,Manchester City,James Perch,Reckless challenge,Yellow,36,
37,Newcastle United,Manchester City,Yaya Touré,Reckless challenge,Yellow,38,
37,Newcastle United,Manchester City,Pablo Zabaleta,Reckless challenge,Yellow,79,
37,Newcastle United,Manchester City,Shane Ferguson,Reckless challenge,Yellow,80,
38,Chelsea,Blackburn Rovers,Ryan Bertrand,Reckless challenge,Yellow,90,
38,Everton,Newcastle United,Johnny Heitinga,Reckless challenge,Yellow,7,
38,Everton,Newcastle United,Cheick Tioté,Reckless challenge,Yellow,10,
38,Everton,Newcastle United,Leighton Baines,Professional foul,Yellow,45,4
38,Everton,Newcastle United,Tim Cahill,Violent conduct,Red,90,5
38,Manchester City,Queens Park Rangers,Joey Barton,Violent conduct,Red,55,
38,Manchester City,Queens Park Rangers,Jay Bothroyd,Reckless challenge,Yellow,77,
38,Manchester City,Queens Park Rangers,Sergio Agüero,Excessive celebration,Yellow,90,5
38,Norwich City,Aston Villa,Grant Holt,Dead ball encroachment,Yellow,8,
38,Norwich City,Aston Villa,Ciaran Clark,Reckless challenge,Yellow,54,
38,Norwich City,Aston Villa,Stephen Ireland,Reckless challenge,Yellow,88,
38,Stoke City,Bolton Wanderers,Sam Ricketts,Reckless challenge,Yellow,38,
38,Stoke City,Bolton Wanderers,Robert Huth,Reckless challenge,Yellow,85,
38,Sunderland,Manchester United,Fraizer Campbell,Reckless challenge,Yellow,23,
38,Sunderland,Manchester United,Phillip Bardsley,Reckless challenge,Yellow,31,
38,Sunderland,Manchester United,Phil Jones,Reckless challenge,Yellow,37,
38,Sunderland,Manchester United,Ryan Giggs,Reckless challenge,Yellow,56,
38,Sunderland,Manchester United,Michael Turner,Reckless challenge,Yellow,67,
38,Sunderland,Manchester United,Paul Scholes,Reckless challenge,Yellow,71,
38,Swansea City,Liverpool,Ashley Williams,Off-ball infraction,Yellow,45,2
38,Swansea City,Liverpool,Andy Carroll,Off-ball infraction,Yellow,45,2
38,Tottenham Hotspur,Fulham,Brede Hangeland,Reckless challenge,Yellow,26,
38,Tottenham Hotspur,Fulham,Danny Murphy,Reckless challenge,Yellow,46,
38,West Bromwich Albion,Arsenal,Robin van Persie,Reckless challenge,Yellow,39,
38,Wigan Athletic,Wolverhampton Wanderers,Richard Stearman,Reckless challenge,Yellow,19,
38,Wigan Athletic,Wolverhampton Wanderers,Piscu,Reckless challenge,Yellow,45,
38,Wigan Athletic,Wolverhampton Wanderers,Christophe Berra,Reckless challenge,Yellow,64,
