Matchday,Home Team,Away Team,Player's Team,Player,Starting,Captain
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Brett Emerton,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,David Dunn,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Grant Hanley,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Jason Roberts,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Junior Hoilett,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Martin Olsson,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Mauro Formica,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Míchel Salgado,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Morten Gamst Pedersen,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Paul Robinson:1979-10-15,1,1
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Steven N'Zonzi,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Christophe Berra,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Jamie O'Hara,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Karl Henry,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Kevin Doyle,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Matthew Jarvis,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Richard Stearman,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Roger Johnson,1,1
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Stephen Hunt,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Stephen Ward,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Steven Fletcher,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Wayne Hennessey,1,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,David Goodwillie,0,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Nick Blackman,0,0
1,Blackburn Rovers,Wolverhampton Wanderers,Blackburn Rovers,Rubén Rochina,0,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,George Elokobi,0,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Kevin Foley,0,0
1,Blackburn Rovers,Wolverhampton Wanderers,Wolverhampton Wanderers,Stefan Maierhofer,0,0
1,Fulham,Aston Villa,Aston Villa,Luke Young,1,0
1,Fulham,Aston Villa,Aston Villa,Charles N'Zogbia,1,0
1,Fulham,Aston Villa,Aston Villa,Darren Bent,1,0
1,Fulham,Aston Villa,Aston Villa,Emile Heskey,1,0
1,Fulham,Aston Villa,Aston Villa,Fabian Delph,1,0
1,Fulham,Aston Villa,Aston Villa,Gabriel Agbonlahor,1,0
1,Fulham,Aston Villa,Aston Villa,James Collins,1,0
1,Fulham,Aston Villa,Aston Villa,Richard Dunne,1,0
1,Fulham,Aston Villa,Aston Villa,Shay Given,1,0
1,Fulham,Aston Villa,Aston Villa,Stephen Warnock,1,0
1,Fulham,Aston Villa,Aston Villa,Stiliyan Petrov,1,1
1,Fulham,Aston Villa,Fulham,Aaron Hughes,1,0
1,Fulham,Aston Villa,Fulham,Andrew Johnson,1,0
1,Fulham,Aston Villa,Fulham,Bobby Zamora,1,0
1,Fulham,Aston Villa,Fulham,Brede Hangeland,1,0
1,Fulham,Aston Villa,Fulham,Clint Dempsey,1,0
1,Fulham,Aston Villa,Fulham,Damien Duff,1,0
1,Fulham,Aston Villa,Fulham,Danny Murphy,1,1
1,Fulham,Aston Villa,Fulham,Dickson Etuhu,1,0
1,Fulham,Aston Villa,Fulham,John Arne Riise,1,0
1,Fulham,Aston Villa,Fulham,Mark Schwarzer,1,0
1,Fulham,Aston Villa,Fulham,Philippe Senderos,1,0
1,Fulham,Aston Villa,Aston Villa,Ciaran Clark,0,0
1,Fulham,Aston Villa,Aston Villa,Marc Albrighton,0,0
1,Fulham,Aston Villa,Fulham,Moussa Dembélé,0,0
1,Liverpool,Sunderland,Liverpool,Andy Carroll,1,0
1,Liverpool,Sunderland,Liverpool,Charlie Adam,1,0
1,Liverpool,Sunderland,Liverpool,Daniel Agger,1,0
1,Liverpool,Sunderland,Liverpool,Jamie Carragher,1,1
1,Liverpool,Sunderland,Liverpool,Jon Flanagan,1,0
1,Liverpool,Sunderland,Liverpool,Jordan Henderson,1,0
1,Liverpool,Sunderland,Liverpool,José Enrique,1,0
1,Liverpool,Sunderland,Liverpool,Pepe Reina,1,0
1,Liverpool,Sunderland,Liverpool,Lucas Leiva,1,0
1,Liverpool,Sunderland,Liverpool,Luis Suárez,1,0
1,Liverpool,Sunderland,Liverpool,Stewart Downing,1,0
1,Liverpool,Sunderland,Sunderland,Ahmed Elmohamady,1,0
1,Liverpool,Sunderland,Sunderland,Anton Ferdinand,1,0
1,Liverpool,Sunderland,Sunderland,Asamoah Gyan,1,0
1,Liverpool,Sunderland,Sunderland,Jack Colback,1,0
1,Liverpool,Sunderland,Sunderland,Kieran Richardson,1,0
1,Liverpool,Sunderland,Sunderland,Lee Cattermole,1,1
1,Liverpool,Sunderland,Sunderland,Phillip Bardsley,1,0
1,Liverpool,Sunderland,Sunderland,Sebastian Larsson,1,0
1,Liverpool,Sunderland,Sunderland,Simon Mignolet,1,0
1,Liverpool,Sunderland,Sunderland,Stéphane Sessègnon,1,0
1,Liverpool,Sunderland,Sunderland,Wes Brown,1,0
1,Liverpool,Sunderland,Liverpool,Dirk Kuyt,0,0
1,Liverpool,Sunderland,Liverpool,Raul Meireles,0,0
1,Liverpool,Sunderland,Sunderland,David Vaughan,0,0
1,Liverpool,Sunderland,Sunderland,Ji Dong-Won,0,0
1,Manchester City,Swansea City,Manchester City,Adam Johnson,1,0
1,Manchester City,Swansea City,Manchester City,David Silva,1,0
1,Manchester City,Swansea City,Manchester City,Edin Džeko,1,0
1,Manchester City,Swansea City,Manchester City,Gaël Clichy,1,0
1,Manchester City,Swansea City,Manchester City,Gareth Barry,1,0
1,Manchester City,Swansea City,Manchester City,Joe Hart,1,0
1,Manchester City,Swansea City,Manchester City,Joleon Lescott,1,0
1,Manchester City,Swansea City,Manchester City,Micah Richards,1,0
1,Manchester City,Swansea City,Manchester City,Nigel de Jong,1,0
1,Manchester City,Swansea City,Manchester City,Vincent Kompany,1,1
1,Manchester City,Swansea City,Manchester City,Yaya Touré,1,0
1,Manchester City,Swansea City,Swansea City,Alan Tate,1,0
1,Manchester City,Swansea City,Swansea City,Àngel Rangel,1,0
1,Manchester City,Swansea City,Swansea City,Ashley Williams,1,1
1,Manchester City,Swansea City,Swansea City,Danny Graham,1,0
1,Manchester City,Swansea City,Swansea City,Kemy Agustien,1,0
1,Manchester City,Swansea City,Swansea City,Leon Britton,1,0
1,Manchester City,Swansea City,Swansea City,Michel Vorm,1,0
1,Manchester City,Swansea City,Swansea City,Nathan Dyer,1,0
1,Manchester City,Swansea City,Swansea City,Scott Sinclair,1,0
1,Manchester City,Swansea City,Swansea City,Stephen Dobbie,1,0
1,Manchester City,Swansea City,Swansea City,Steven Caulker,1,0
1,Manchester City,Swansea City,Manchester City,James Milner,0,0
1,Manchester City,Swansea City,Manchester City,Sergio Agüero,0,0
1,Manchester City,Swansea City,Manchester City,Stefan Savić,0,0
1,Manchester City,Swansea City,Swansea City,Joe Allen,0,0
1,Manchester City,Swansea City,Swansea City,Leroy Lita,0,0
1,Manchester City,Swansea City,Swansea City,Wayne Routledge,0,0
1,Newcastle United,Arsenal,Arsenal,Aaron Ramsey,1,0
1,Newcastle United,Arsenal,Arsenal,Alexandre Song,1,0
1,Newcastle United,Arsenal,Arsenal,Andrey Arshavin,1,0
1,Newcastle United,Arsenal,Arsenal,Bacary Sagna,1,0
1,Newcastle United,Arsenal,Arsenal,Gervinho,1,0
1,Newcastle United,Arsenal,Arsenal,Kieran Gibbs,1,0
1,Newcastle United,Arsenal,Arsenal,Laurent Koscielny,1,0
1,Newcastle United,Arsenal,Arsenal,Robin van Persie,1,1
1,Newcastle United,Arsenal,Arsenal,Thomas Vermaelen,1,0
1,Newcastle United,Arsenal,Arsenal,Tomáš Rosický,1,0
1,Newcastle United,Arsenal,Arsenal,Wojciech Szczęsny,1,0
1,Newcastle United,Arsenal,Newcastle United,Cheick Tioté,1,0
1,Newcastle United,Arsenal,Newcastle United,Danny Simpson,1,0
1,Newcastle United,Arsenal,Newcastle United,Demba Ba,1,0
1,Newcastle United,Arsenal,Newcastle United,Fabricio Coloccini,1,1
1,Newcastle United,Arsenal,Newcastle United,Joey Barton,1,0
1,Newcastle United,Arsenal,Newcastle United,Jonás Gutiérrez,1,0
1,Newcastle United,Arsenal,Newcastle United,Ryan Taylor,1,0
1,Newcastle United,Arsenal,Newcastle United,Shola Ameobi,1,0
1,Newcastle United,Arsenal,Newcastle United,Steven Taylor,1,0
1,Newcastle United,Arsenal,Newcastle United,Tim Krul,1,0
1,Newcastle United,Arsenal,Newcastle United,Yohan Cabaye,1,0
1,Newcastle United,Arsenal,Arsenal,Emmanuel Frimpong,0,0
1,Newcastle United,Arsenal,Arsenal,Johan Djourou,0,0
1,Newcastle United,Arsenal,Arsenal,Theo Walcott,0,0
1,Newcastle United,Arsenal,Newcastle United,Gabriel Obertan,0,0
1,Newcastle United,Arsenal,Newcastle United,Leon Best,0,0
1,Newcastle United,Arsenal,Newcastle United,Peter Løvenkrands,0,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Chris Eagles,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Fabrice Muamba,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Gary Cahill,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Grétar Steinsson,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Ivan Klasnić,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Jussi Jääskeläinen,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Kevin Davies,1,1
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Martin Petrov,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Nigel Reo-Coker,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Paul Robinson:1978-12-14,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Zat Knight,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Adel Taarabt,1,1
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Alejandro Faurlín,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Clint Hill,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Daniel Gabbidon,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,DJ Campbell,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Fitz Hall,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Jay Bothroyd,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Kieron Dyer,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Patrick Kenny,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Shaun Derry,1,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Tommy Smith,1,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Darren Pratley,0,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Mark Davies,0,0
1,Queens Park Rangers,Bolton Wanderers,Bolton Wanderers,Robbie Blake,0,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Ákos Buzsáky,0,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Bradley Orr,0,0
1,Queens Park Rangers,Bolton Wanderers,Queens Park Rangers,Heiðar Helguson,0,0
1,Stoke City,Chelsea,Chelsea,Alex,1,0
1,Stoke City,Chelsea,Chelsea,Ashley Cole,1,0
1,Stoke City,Chelsea,Chelsea,Fernando Torres,1,0
1,Stoke City,Chelsea,Chelsea,Florent Malouda,1,0
1,Stoke City,Chelsea,Chelsea,Frank Lampard,1,0
1,Stoke City,Chelsea,Chelsea,John Obi Mikel,1,0
1,Stoke City,Chelsea,Chelsea,John Terry,1,1
1,Stoke City,Chelsea,Chelsea,José Bosingwa,1,0
1,Stoke City,Chelsea,Chelsea,Petr Čech,1,0
1,Stoke City,Chelsea,Chelsea,Ramires,1,0
1,Stoke City,Chelsea,Chelsea,Salomon Kalou,1,0
1,Stoke City,Chelsea,Stoke City,Asmir Begović,1,0
1,Stoke City,Chelsea,Stoke City,Glenn Whelan,1,0
1,Stoke City,Chelsea,Stoke City,Jermaine Pennant,1,0
1,Stoke City,Chelsea,Stoke City,Jonathan Walters,1,0
1,Stoke City,Chelsea,Stoke City,Jonathan Woodgate,1,0
1,Stoke City,Chelsea,Stoke City,Kenwyne Jones,1,0
1,Stoke City,Chelsea,Stoke City,Marc Wilson,1,0
1,Stoke City,Chelsea,Stoke City,Matthew Etherington,1,0
1,Stoke City,Chelsea,Stoke City,Robert Huth,1,0
1,Stoke City,Chelsea,Stoke City,Rory Delap,1,0
1,Stoke City,Chelsea,Stoke City,Ryan Shawcross,1,1
1,Stoke City,Chelsea,Chelsea,Didier Drogba,0,0
1,Stoke City,Chelsea,Chelsea,Nicolas Anelka,0,0
1,Stoke City,Chelsea,Chelsea,Yossi Benayoun,0,0
1,Stoke City,Chelsea,Stoke City,Danny Pugh,0,0
1,Stoke City,Chelsea,Stoke City,Dean Whitehead,0,0
1,Stoke City,Chelsea,Stoke City,Ryan Shotton,0,0
1,Tottenham Hotspur,Everton,Everton,Diniyar Bilyaletdinov,1,0
1,Tottenham Hotspur,Everton,Everton,Johnny Heitinga,1,0
1,Tottenham Hotspur,Everton,Everton,Landon Donovan,1,0
1,Tottenham Hotspur,Everton,Everton,Leighton Baines,1,0
1,Tottenham Hotspur,Everton,Everton,Louis Saha,1,0
1,Tottenham Hotspur,Everton,Everton,Marouane Fellaini,1,0
1,Tottenham Hotspur,Everton,Everton,Philip Neville,1,1
1,Tottenham Hotspur,Everton,Everton,Sylvain Distin,1,0
1,Tottenham Hotspur,Everton,Everton,Tim Cahill,1,0
1,Tottenham Hotspur,Everton,Everton,Tim Howard,1,0
1,Tottenham Hotspur,Everton,Everton,Victor Anichebe,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Aaron Lennon,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Benoît Assou-Ekotto,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Brad Friedel,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Emmanuel Adebayor,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Gareth Bale,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Jake Livermore,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Kyle Walker,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Luka Modrić,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Michael Dawson,1,1
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Rafael van der Vaart,1,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Younes Kaboul,1,0
1,Tottenham Hotspur,Everton,Everton,Magaye Gueye,0,0
1,Tottenham Hotspur,Everton,Everton,Royston Drenthe,0,0
1,Tottenham Hotspur,Everton,Everton,Shane Duffy,0,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Roman Pavlyuchenko,0,0
1,Tottenham Hotspur,Everton,Tottenham Hotspur,Steven Pienaar,0,0
1,West Bromwich Albion,Manchester United,Manchester United,Anderson,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Ashley Young,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Chris Smalling,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Danny Welbeck,1,0
1,West Bromwich Albion,Manchester United,Manchester United,David de Gea,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Fábio,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Nani,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Nemanja Vidić,1,1
1,West Bromwich Albion,Manchester United,Manchester United,Rio Ferdinand,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Tom Cleverley,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Wayne Rooney,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Ben Foster,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Chris Brunt,1,1
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Gabriel Tamaș,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,James Morrison,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Jonas Olsson,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Nicky Shorey,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Paul Scharner,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Shane Long,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Somen Tchoyi,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Steven Reid,1,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Youssouf Mulumbu,1,0
1,West Bromwich Albion,Manchester United,Manchester United,Dimitar Berbatov,0,0
1,West Bromwich Albion,Manchester United,Manchester United,Jonny Evans,0,0
1,West Bromwich Albion,Manchester United,Manchester United,Phil Jones,0,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Gonzalo Jara,0,0
1,West Bromwich Albion,Manchester United,West Bromwich Albion,Simon Cox,0,0
1,Wigan Athletic,Norwich City,Norwich City,Andrew Crofts,1,0
1,Wigan Athletic,Norwich City,Norwich City,Andrew Surman,1,0
1,Wigan Athletic,Norwich City,Norwich City,David Fox,1,0
1,Wigan Athletic,Norwich City,Norwich City,Grant Holt,1,1
1,Wigan Athletic,Norwich City,Norwich City,John Ruddy,1,0
1,Wigan Athletic,Norwich City,Norwich City,Marc Tierney,1,0
1,Wigan Athletic,Norwich City,Norwich City,Ritchie de Laet,1,0
1,Wigan Athletic,Norwich City,Norwich City,Russell Martin,1,0
1,Wigan Athletic,Norwich City,Norwich City,Steve Morison,1,0
1,Wigan Athletic,Norwich City,Norwich City,Wes Hoolahan,1,0
1,Wigan Athletic,Norwich City,Norwich City,Zak Whitbread,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Ali Al-Habsi,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Ben Watson,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Emmerson Boyce,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Franco Di Santo,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Gary Caldwell,1,1
1,Wigan Athletic,Norwich City,Wigan Athletic,James McCarthy,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Jordi Gómez,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Maynor Figueroa,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Mohamed Diamé,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Piscu,1,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Victor Moses,1,0
1,Wigan Athletic,Norwich City,Norwich City,Anthony Pilkington,0,0
1,Wigan Athletic,Norwich City,Norwich City,Elliott Bennett,0,0
1,Wigan Athletic,Norwich City,Norwich City,Leon Barnett,0,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Conor Sammon,0,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Hugo Rodallega,0,0
1,Wigan Athletic,Norwich City,Wigan Athletic,Ronnie Stam,0,0
2,Arsenal,Liverpool,Arsenal,Aaron Ramsey,1,0
2,Arsenal,Liverpool,Arsenal,Andrey Arshavin,1,0
2,Arsenal,Liverpool,Arsenal,Bacary Sagna,1,0
2,Arsenal,Liverpool,Arsenal,Carl Jenkinson,1,0
2,Arsenal,Liverpool,Arsenal,Emmanuel Frimpong,1,0
2,Arsenal,Liverpool,Arsenal,Laurent Koscielny,1,0
2,Arsenal,Liverpool,Arsenal,Robin van Persie,1,1
2,Arsenal,Liverpool,Arsenal,Samir Nasri,1,0
2,Arsenal,Liverpool,Arsenal,Theo Walcott,1,0
2,Arsenal,Liverpool,Arsenal,Thomas Vermaelen,1,0
2,Arsenal,Liverpool,Arsenal,Wojciech Szczęsny,1,0
2,Arsenal,Liverpool,Liverpool,Andy Carroll,1,0
2,Arsenal,Liverpool,Liverpool,Charlie Adam,1,0
2,Arsenal,Liverpool,Liverpool,Daniel Agger,1,0
2,Arsenal,Liverpool,Liverpool,Dirk Kuyt,1,0
2,Arsenal,Liverpool,Liverpool,Jamie Carragher,1,1
2,Arsenal,Liverpool,Liverpool,Jordan Henderson,1,0
2,Arsenal,Liverpool,Liverpool,José Enrique,1,0
2,Arsenal,Liverpool,Liverpool,Pepe Reina,1,0
2,Arsenal,Liverpool,Liverpool,Lucas Leiva,1,0
2,Arsenal,Liverpool,Liverpool,Martin Kelly,1,0
2,Arsenal,Liverpool,Liverpool,Stewart Downing,1,0
2,Arsenal,Liverpool,Arsenal,Henri Lansbury,0,0
2,Arsenal,Liverpool,Arsenal,Ignasi Miquel,0,0
2,Arsenal,Liverpool,Arsenal,Nicklas Bendtner,0,0
2,Arsenal,Liverpool,Liverpool,Luis Suárez,0,0
2,Arsenal,Liverpool,Liverpool,Raul Meireles,0,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Charles N'Zogbia,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Darren Bent,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Emile Heskey,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Fabian Delph,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Gabriel Agbonlahor,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,James Collins,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Luke Young,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Richard Dunne,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Shay Given,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Stephen Warnock,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Stiliyan Petrov,1,1
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,David Dunn,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,David Goodwillie,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Grant Hanley,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Jason Roberts,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Junior Hoilett,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Martin Olsson,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Míchel Salgado,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Morten Gamst Pedersen,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Paul Robinson:1979-10-15,1,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Ryan Nelsen,1,1
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Steven N'Zonzi,1,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Barry Bannan,0,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Ciaran Clark,0,0
2,Aston Villa,Blackburn Rovers,Aston Villa,Marc Albrighton,0,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Mauro Formica,0,0
2,Aston Villa,Blackburn Rovers,Blackburn Rovers,Radosav Petrović,0,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Chris Eagles,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Fabrice Muamba,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Gary Cahill,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Grétar Steinsson,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Ivan Klasnić,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Jussi Jääskeläinen,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Kevin Davies,1,1
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Martin Petrov,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Nigel Reo-Coker,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Paul Robinson:1978-12-14,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Zat Knight,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Aleksandar Kolarov,1,0
2,Bolton Wanderers,Manchester City,Manchester City,David Silva,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Edin Džeko,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Gareth Barry,1,0
2,Bolton Wanderers,Manchester City,Manchester City,James Milner,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Joe Hart,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Joleon Lescott,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Micah Richards,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Sergio Agüero,1,0
2,Bolton Wanderers,Manchester City,Manchester City,Vincent Kompany,1,1
2,Bolton Wanderers,Manchester City,Manchester City,Yaya Touré,1,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Darren Pratley,0,0
2,Bolton Wanderers,Manchester City,Bolton Wanderers,Mark Davies,0,0
2,Bolton Wanderers,Manchester City,Manchester City,Adam Johnson,0,0
2,Bolton Wanderers,Manchester City,Manchester City,Carlos Tevez,0,0
2,Bolton Wanderers,Manchester City,Manchester City,Pablo Zabaleta,0,0
2,Chelsea,West Bromwich Albion,Chelsea,Alex,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Ashley Cole,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Fernando Torres,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Frank Lampard,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Hilário,1,0
2,Chelsea,West Bromwich Albion,Chelsea,John Obi Mikel,1,0
2,Chelsea,West Bromwich Albion,Chelsea,John Terry,1,1
2,Chelsea,West Bromwich Albion,Chelsea,José Bosingwa,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Nicolas Anelka,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Ramires,1,0
2,Chelsea,West Bromwich Albion,Chelsea,Salomon Kalou,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Ben Foster,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Chris Brunt,1,1
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Gabriel Tamaș,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,James Morrison,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Jonas Olsson,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Nicky Shorey,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Paul Scharner,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Shane Long,1,0
2,Chelsea,West Bromwich Albion,West Bromwich Albion,Somen Tchoyi,1,0
